#         t          x          y          z         vx         vy         vz
      8.295     35.027    -61.082    -32.453    -85.508     22.584    -13.716
      8.296     34.942    -61.059    -32.467    -85.709     23.001    -13.476
      8.297     34.856    -61.036    -32.480    -85.910     23.417    -13.236
      8.298     34.770    -61.013    -32.493    -86.111     23.834    -12.996
      8.299     34.684    -60.989    -32.506    -86.312     24.252    -12.755
      8.300     34.597    -60.964    -32.518    -86.512     24.669    -12.514
      8.301     34.510    -60.939    -32.531    -86.712     25.087    -12.273
      8.302     34.424    -60.914    -32.543    -86.912     25.505    -12.031
      8.303     34.337    -60.888    -32.555    -87.112     25.923    -11.789
      8.304     34.249    -60.862    -32.567    -87.311     26.342    -11.547
      8.305     34.162    -60.835    -32.578    -87.510     26.761    -11.304
      8.306     34.074    -60.809    -32.589    -87.709     27.181    -11.061
      8.307     33.987    -60.781    -32.600    -87.908     27.600    -10.818
      8.308     33.899    -60.753    -32.611    -88.106     28.020    -10.574
      8.309     33.810    -60.725    -32.621    -88.304     28.441    -10.330
      8.310     33.722    -60.696    -32.632    -88.502     28.862    -10.086
      8.311     33.633    -60.667    -32.641    -88.700     29.283     -9.841
      8.312     33.545    -60.638    -32.651    -88.898     29.704     -9.596
      8.313     33.456    -60.608    -32.661    -89.095     30.126     -9.351
      8.314     33.366    -60.578    -32.670    -89.292     30.548     -9.105
      8.315     33.277    -60.547    -32.679    -89.489     30.971     -8.859
      8.316     33.187    -60.516    -32.688    -89.686     31.393     -8.613
      8.317     33.098    -60.484    -32.696    -89.882     31.817     -8.366
      8.318     33.008    -60.452    -32.704    -90.078     32.240     -8.119
      8.319     32.917    -60.420    -32.712    -90.274     32.664     -7.871
      8.320     32.827    -60.387    -32.720    -90.470     33.089     -7.623
      8.321     32.737    -60.353    -32.728    -90.666     33.514     -7.375
      8.322     32.646    -60.320    -32.735    -90.861     33.939     -7.127
      8.323     32.555    -60.286    -32.742    -91.056     34.364     -6.878
      8.324     32.464    -60.251    -32.749    -91.251     34.790     -6.628
      8.325     32.372    -60.216    -32.755    -91.446     35.217     -6.378
      8.326     32.281    -60.181    -32.761    -91.640     35.644     -6.128
      8.327     32.189    -60.145    -32.767    -91.834     36.071     -5.878
      8.328     32.097    -60.108    -32.773    -92.028     36.498     -5.627
      8.329     32.005    -60.072    -32.779    -92.222     36.927     -5.375
      8.330     31.913    -60.035    -32.784    -92.416     37.355     -5.124
      8.331     31.820    -59.997    -32.789    -92.609     37.784     -4.872
      8.332     31.727    -59.959    -32.794    -92.802     38.213     -4.619
      8.333     31.635    -59.921    -32.798    -92.995     38.643     -4.366
      8.334     31.541    -59.882    -32.802    -93.188     39.074     -4.113
      8.335     31.448    -59.842    -32.806    -93.381     39.504     -3.859
      8.336     31.355    -59.803    -32.810    -93.573     39.936     -3.604
      8.337     31.261    -59.763    -32.814    -93.765     40.367     -3.350
      8.338     31.167    -59.722    -32.817    -93.957     40.800     -3.095
      8.339     31.073    -59.681    -32.820    -94.149     41.232     -2.839
      8.340     30.979    -59.639    -32.822    -94.341     41.665     -2.583
      8.341     30.884    -59.598    -32.825    -94.532     42.099     -2.327
      8.342     30.790    -59.555    -32.827    -94.723     42.533     -2.070
      8.343     30.695    -59.513    -32.829    -94.914     42.968     -1.813
      8.344     30.600    -59.469    -32.831    -95.105     43.403     -1.555
      8.345     30.505    -59.426    -32.832    -95.296     43.838     -1.297
      8.346     30.409    -59.382    -32.833    -95.486     44.275     -1.038
      8.347     30.314    -59.337    -32.834    -95.676     44.711     -0.779
      8.348     30.218    -59.292    -32.835    -95.866     45.148     -0.519
      8.349     30.122    -59.247    -32.835    -96.056     45.586     -0.259
      8.350     30.026    -59.201    -32.835    -96.245     46.024      0.002
      8.351     29.930    -59.155    -32.835    -96.435     46.463      0.263
      8.352     29.833    -59.108    -32.835    -96.624     46.903      0.524
      8.353     29.736    -59.061    -32.834    -96.813     47.342      0.786
      8.354     29.639    -59.013    -32.833    -97.001     47.783      1.049
      8.355     29.542    -58.965    -32.832    -97.190     48.224      1.312
      8.356     29.445    -58.917    -32.831    -97.378     48.666      1.575
      8.357     29.348    -58.868    -32.829    -97.566     49.108      1.839
      8.358     29.250    -58.819    -32.827    -97.754     49.550      2.104
      8.359     29.152    -58.769    -32.825    -97.942     49.994      2.369
      8.360     29.054    -58.719    -32.822    -98.130     50.438      2.635
      8.361     28.956    -58.668    -32.819    -98.317     50.882      2.901
      8.362     28.857    -58.617    -32.816    -98.504     51.327      3.167
      8.363     28.759    -58.565    -32.813    -98.691     51.773      3.434
      8.364     28.660    -58.513    -32.810    -98.878     52.219      3.702
      8.365     28.561    -58.461    -32.806    -99.064     52.666      3.970
      8.366     28.462    -58.408    -32.802    -99.251     53.114      4.239
      8.367     28.363    -58.355    -32.797    -99.437     53.562      4.508
      8.368     28.263    -58.301    -32.793    -99.623     54.011      4.778
      8.369     28.163    -58.247    -32.788    -99.808     54.460      5.049
      8.370     28.063    -58.192    -32.783    -99.994     54.910      5.320
      8.371     27.963    -58.137    -32.777   -100.179     55.361      5.591
      8.372     27.863    -58.081    -32.771   -100.364     55.812      5.863
      8.373     27.763    -58.025    -32.765   -100.549     56.264      6.136
      8.374     27.662    -57.969    -32.759   -100.734     56.717      6.409
      8.375     27.561    -57.912    -32.753   -100.919     57.171      6.683
      8.376     27.460    -57.855    -32.746   -101.103     57.625      6.957
      8.377     27.359    -57.797    -32.739   -101.287     58.079      7.232
      8.378     27.258    -57.738    -32.731   -101.471     58.535      7.508
      8.379     27.156    -57.680    -32.724   -101.655     58.991      7.784
      8.380     27.054    -57.620    -32.716   -101.838     59.448      8.061
      8.381     26.952    -57.561    -32.707   -102.022     59.905      8.338
      8.382     26.850    -57.501    -32.699   -102.205     60.364      8.616
      8.383     26.748    -57.440    -32.690   -102.388     60.823      8.895
      8.384     26.645    -57.379    -32.681   -102.570     61.282      9.174
      8.385     26.543    -57.317    -32.672   -102.753     61.743      9.454
      8.386     26.440    -57.255    -32.662   -102.935     62.204      9.735
      8.387     26.337    -57.193    -32.652   -103.117     62.666     10.016
      8.388     26.234    -57.130    -32.642   -103.299     63.129     10.298
      8.389     26.130    -57.067    -32.632   -103.481     63.592     10.580
      8.390     26.027    -57.003    -32.621   -103.662     64.056     10.864
      8.391     25.923    -56.939    -32.610   -103.843     64.521     11.147
      8.392     25.819    -56.874    -32.599   -104.024     64.987     11.432
      8.393     25.715    -56.809    -32.587   -104.205     65.454     11.717
      8.394     25.611    -56.743    -32.575   -104.386     65.921     12.003
      8.395     25.506    -56.677    -32.563   -104.566     66.389     12.289
      8.396     25.401    -56.610    -32.551   -104.746     66.858     12.577
      8.397     25.297    -56.543    -32.538   -104.926     67.328     12.864
      8.398     25.192    -56.476    -32.525   -105.106     67.799     13.153
      8.399     25.086    -56.407    -32.512   -105.285     68.270     13.442
      8.400     24.981    -56.339    -32.498   -105.465     68.742     13.732
      8.401     24.876    -56.270    -32.484   -105.644     69.215     14.023
      8.402     24.770    -56.201    -32.470   -105.823     69.689     14.314
      8.403     24.664    -56.131    -32.456   -106.001     70.164     14.607
      8.404     24.558    -56.060    -32.441   -106.180     70.640     14.899
      8.405     24.451    -55.989    -32.426   -106.358     71.116     15.193
      8.406     24.345    -55.918    -32.411   -106.536     71.594     15.487
      8.407     24.238    -55.846    -32.395   -106.713     72.072     15.783
      8.408     24.132    -55.774    -32.379   -106.891     72.551     16.078
      8.409     24.025    -55.701    -32.363   -107.068     73.031     16.375
      8.410     23.917    -55.628    -32.346   -107.245     73.512     16.672
      8.411     23.810    -55.554    -32.329   -107.422     73.994     16.971
      8.412     23.703    -55.480    -32.312   -107.599     74.477     17.270
      8.413     23.595    -55.405    -32.295   -107.775     74.961     17.569
      8.414     23.487    -55.330    -32.277   -107.951     75.445     17.870
      8.415     23.379    -55.254    -32.259   -108.127     75.931     18.171
      8.416     23.271    -55.178    -32.241   -108.303     76.417     18.473
      8.417     23.162    -55.101    -32.222   -108.478     76.905     18.776
      8.418     23.054    -55.024    -32.203   -108.653     77.393     19.080
      8.419     22.945    -54.947    -32.184   -108.828     77.883     19.385
      8.420     22.836    -54.868    -32.164   -109.003     78.373     19.690
      8.421     22.727    -54.790    -32.145   -109.177     78.865     19.996
      8.422     22.618    -54.711    -32.124   -109.351     79.357     20.303
      8.423     22.508    -54.631    -32.104   -109.525     79.850     20.611
      8.424     22.399    -54.551    -32.083   -109.699     80.345     20.920
      8.425     22.289    -54.470    -32.062   -109.872     80.840     21.230
      8.426     22.179    -54.389    -32.041   -110.045     81.337     21.540
      8.427     22.069    -54.308    -32.019   -110.218     81.834     21.852
      8.428     21.959    -54.226    -31.997   -110.391     82.333     22.164
      8.429     21.848    -54.143    -31.975   -110.563     82.832     22.477
      8.430     21.738    -54.060    -31.952   -110.735     83.333     22.791
      8.431     21.627    -53.976    -31.929   -110.907     83.835     23.106
      8.432     21.516    -53.892    -31.906   -111.079     84.337     23.422
      8.433     21.405    -53.808    -31.882   -111.250     84.841     23.739
      8.434     21.293    -53.723    -31.858   -111.421     85.346     24.057
      8.435     21.182    -53.637    -31.834   -111.592     85.852     24.376
      8.436     21.070    -53.551    -31.810   -111.762     86.359     24.695
      8.437     20.958    -53.464    -31.785   -111.933     86.868     25.016
      8.438     20.846    -53.377    -31.760   -112.102     87.377     25.338
      8.439     20.734    -53.290    -31.734   -112.272     87.888     25.660
      8.440     20.622    -53.201    -31.708   -112.441     88.400     25.984
      8.441     20.509    -53.113    -31.682   -112.611     88.912     26.308
      8.442     20.396    -53.024    -31.656   -112.779     89.427     26.634
      8.443     20.284    -52.934    -31.629   -112.948     89.942     26.960
      8.444     20.170    -52.844    -31.602   -113.116     90.458     27.288
      8.445     20.057    -52.753    -31.574   -113.284     90.976     27.616
      8.446     19.944    -52.662    -31.547   -113.451     91.495     27.946
      8.447     19.830    -52.570    -31.518   -113.619     92.015     28.276
      8.448     19.717    -52.478    -31.490   -113.786     92.536     28.608
      8.449     19.603    -52.385    -31.461   -113.952     93.059     28.941
      8.450     19.489    -52.292    -31.432   -114.119     93.582     29.274
      8.451     19.375    -52.198    -31.403   -114.285     94.107     29.609
      8.452     19.260    -52.103    -31.373   -114.450     94.634     29.945
      8.453     19.146    -52.008    -31.343   -114.616     95.161     30.282
      8.454     19.031    -51.913    -31.312   -114.781     95.690     30.620
      8.455     18.916    -51.817    -31.282   -114.945     96.220     30.959
      8.456     18.801    -51.721    -31.250   -115.110     96.752     31.300
      8.457     18.686    -51.624    -31.219   -115.274     97.284     31.641
      8.458     18.571    -51.526    -31.187   -115.437     97.818     31.984
      8.459     18.455    -51.428    -31.155   -115.601     98.354     32.327
      8.460     18.339    -51.329    -31.122   -115.764     98.891     32.672
      8.461     18.224    -51.230    -31.090   -115.926     99.429     33.018
      8.462     18.107    -51.130    -31.056   -116.089     99.968     33.365
      8.463     17.991    -51.030    -31.023   -116.251    100.509     33.714
      8.464     17.875    -50.929    -30.989   -116.412    101.052     34.063
      8.465     17.759    -50.828    -30.955   -116.573    101.595     34.414
      8.466     17.642    -50.726    -30.920   -116.734    102.140     34.766
      8.467     17.525    -50.624    -30.885   -116.894    102.687     35.119
      8.468     17.408    -50.521    -30.850   -117.055    103.235     35.474
      8.469     17.291    -50.417    -30.814   -117.214    103.785     35.830
      8.470     17.174    -50.313    -30.778   -117.373    104.335     36.187
      8.471     17.056    -50.209    -30.742   -117.532    104.888     36.545
      8.472     16.939    -50.104    -30.705   -117.691    105.442     36.904
      8.473     16.821    -49.998    -30.668   -117.849    105.997     37.265
      8.474     16.703    -49.892    -30.631   -118.007    106.554     37.627
      8.475     16.585    -49.785    -30.593   -118.164    107.113     37.991
      8.476     16.467    -49.677    -30.555   -118.321    107.673     38.356
      8.477     16.348    -49.569    -30.516   -118.477    108.234     38.722
      8.478     16.230    -49.461    -30.477   -118.633    108.797     39.089
      8.479     16.111    -49.352    -30.438   -118.788    109.362     39.458
      8.480     15.992    -49.242    -30.398   -118.944    109.928     39.828
      8.481     15.873    -49.132    -30.358   -119.098    110.496     40.200
      8.482     15.754    -49.021    -30.318   -119.252    111.066     40.573
      8.483     15.634    -48.910    -30.277   -119.406    111.637     40.947
      8.484     15.515    -48.798    -30.236   -119.559    112.210     41.323
      8.485     15.395    -48.685    -30.195   -119.712    112.784     41.700
      8.486     15.276    -48.572    -30.153   -119.865    113.360     42.079
      8.487     15.156    -48.459    -30.110   -120.016    113.938     42.459
      8.488     15.036    -48.344    -30.068   -120.168    114.518     42.841
      8.489     14.915    -48.230    -30.025   -120.319    115.099     43.224
      8.490     14.795    -48.114    -29.981   -120.469    115.682     43.609
      8.491     14.674    -47.998    -29.937   -120.619    116.267     43.995
      8.492     14.554    -47.882    -29.893   -120.768    116.853     44.382
      8.493     14.433    -47.765    -29.849   -120.917    117.442     44.772
      8.494     14.312    -47.647    -29.804   -121.065    118.032     45.163
      8.495     14.191    -47.528    -29.758   -121.213    118.624     45.555
      8.496     14.069    -47.410    -29.713   -121.360    119.218     45.949
      8.497     13.948    -47.290    -29.666   -121.507    119.813     46.345
      8.498     13.826    -47.170    -29.620   -121.653    120.411     46.742
      8.499     13.705    -47.049    -29.573   -121.798    121.010     47.141
      8.500     13.583    -46.928    -29.526   -121.943    121.611     47.541
      8.501     13.461    -46.806    -29.478   -122.088    122.214     47.943
      8.502     13.339    -46.683    -29.430   -122.231    122.819     48.347
      8.503     13.216    -46.560    -29.381   -122.375    123.426     48.753
      8.504     13.094    -46.437    -29.332   -122.517    124.035     49.160
      8.505     12.971    -46.312    -29.283   -122.659    124.646     49.569
      8.506     12.849    -46.187    -29.233   -122.800    125.259     49.980
      8.507     12.726    -46.062    -29.183   -122.941    125.874     50.393
      8.508     12.603    -45.936    -29.132   -123.081    126.491     50.807
      8.509     12.480    -45.809    -29.081   -123.221    127.110     51.223
      8.510     12.356    -45.681    -29.030   -123.359    127.731     51.641
      8.511     12.233    -45.553    -28.978   -123.497    128.354     52.061
      8.512     12.109    -45.425    -28.926   -123.635    128.980     52.483
      8.513     11.986    -45.295    -28.873   -123.771    129.607     52.907
      8.514     11.862    -45.165    -28.820   -123.907    130.237     53.332
      8.515     11.738    -45.035    -28.766   -124.043    130.869     53.759
      8.516     11.614    -44.904    -28.712   -124.177    131.502     54.189
      8.517     11.489    -44.772    -28.658   -124.311    132.139     54.620
      8.518     11.365    -44.639    -28.603   -124.444    132.777     55.053
      8.519     11.240    -44.506    -28.548   -124.576    133.418     55.489
      8.520     11.116    -44.373    -28.492   -124.708    134.060     55.926
      8.521     10.991    -44.238    -28.436   -124.838    134.706     56.365
      8.522     10.866    -44.103    -28.379   -124.968    135.353     56.807
      8.523     10.741    -43.967    -28.322   -125.097    136.003     57.250
      8.524     10.616    -43.831    -28.265   -125.226    136.655     57.696
      8.525     10.491    -43.694    -28.207   -125.353    137.310     58.144
      8.526     10.365    -43.557    -28.149   -125.480    137.966     58.593
      8.527     10.240    -43.418    -28.090   -125.605    138.626     59.045
      8.528     10.114    -43.279    -28.031   -125.730    139.288     59.500
      8.529      9.988    -43.140    -27.971   -125.854    139.952     59.956
      8.530      9.862    -42.999    -27.911   -125.977    140.619     60.415
      8.531      9.736    -42.858    -27.850   -126.100    141.288     60.876
      8.532      9.610    -42.717    -27.789   -126.221    141.960     61.339
      8.533      9.484    -42.575    -27.727   -126.341    142.634     61.805
      8.534      9.357    -42.432    -27.665   -126.460    143.311     62.273
      8.535      9.231    -42.288    -27.603   -126.579    143.991     62.743
      8.536      9.104    -42.144    -27.540   -126.696    144.673     63.216
      8.537      8.978    -41.999    -27.476   -126.812    145.358     63.691
      8.538      8.851    -41.853    -27.412   -126.928    146.045     64.168
      8.539      8.724    -41.706    -27.348   -127.042    146.736     64.648
      8.540      8.597    -41.559    -27.283   -127.155    147.429     65.131
      8.541      8.469    -41.412    -27.218   -127.267    148.124     65.616
      8.542      8.342    -41.263    -27.152   -127.378    148.823     66.104
      8.543      8.215    -41.114    -27.086   -127.488    149.524     66.594
      8.544      8.087    -40.964    -27.019   -127.596    150.229     67.087
      8.545      7.959    -40.813    -26.951   -127.704    150.936     67.582
      8.546      7.832    -40.662    -26.884   -127.810    151.646     68.081
      8.547      7.704    -40.510    -26.815   -127.915    152.359     68.581
      8.548      7.576    -40.357    -26.746   -128.019    153.075     69.085
      8.549      7.448    -40.204    -26.677   -128.122    153.794     69.592
      8.550      7.320    -40.050    -26.607   -128.223    154.516     70.101
      8.551      7.191    -39.895    -26.537   -128.324    155.241     70.613
      8.552      7.063    -39.739    -26.466   -128.422    155.969     71.128
      8.553      6.934    -39.583    -26.395   -128.520    156.701     71.646
      8.554      6.806    -39.426    -26.323   -128.616    157.435     72.166
      8.555      6.677    -39.268    -26.250   -128.710    158.173     72.690
      8.556      6.549    -39.110    -26.177   -128.804    158.914     73.217
      8.557      6.420    -38.950    -26.104   -128.896    159.658     73.747
      8.558      6.291    -38.790    -26.030   -128.986    160.406     74.280
      8.559      6.162    -38.630    -25.955   -129.075    161.156     74.816
      8.560      6.033    -38.468    -25.880   -129.162    161.911     75.355
      8.561      5.903    -38.306    -25.805   -129.248    162.668     75.898
      8.562      5.774    -38.143    -25.728   -129.332    163.429     76.444
      8.563      5.645    -37.979    -25.652   -129.415    164.194     76.993
      8.564      5.515    -37.814    -25.574   -129.496    164.962     77.545
      8.565      5.386    -37.649    -25.497   -129.575    165.734     78.101
      8.566      5.256    -37.483    -25.418   -129.652    166.509     78.660
      8.567      5.126    -37.316    -25.339   -129.728    167.288     79.222
      8.568      4.997    -37.148    -25.260   -129.802    168.070     79.789
      8.569      4.867    -36.980    -25.180   -129.874    168.857     80.358
      8.570      4.737    -36.811    -25.099   -129.945    169.647     80.932
      8.571      4.607    -36.640    -25.018   -130.013    170.441     81.509
      8.572      4.477    -36.470    -24.936   -130.080    171.238     82.089
      8.573      4.347    -36.298    -24.854   -130.144    172.040     82.674
      8.574      4.217    -36.126    -24.771   -130.207    172.845     83.262
      8.575      4.086    -35.952    -24.687   -130.268    173.655     83.854
      8.576      3.956    -35.778    -24.603   -130.326    174.468     84.450
      8.577      3.826    -35.603    -24.518   -130.383    175.286     85.050
      8.578      3.695    -35.428    -24.433   -130.437    176.108     85.654
      8.579      3.565    -35.251    -24.347   -130.489    176.934     86.262
      8.580      3.434    -35.074    -24.260   -130.538    177.764     86.874
      8.581      3.304    -34.896    -24.173   -130.586    178.598     87.490
      8.582      3.173    -34.717    -24.085   -130.631    179.437     88.110
      8.583      3.042    -34.537    -23.997   -130.674    180.280     88.735
      8.584      2.912    -34.356    -23.908   -130.714    181.127     89.364
      8.585      2.781    -34.175    -23.818   -130.752    181.979     89.998
      8.586      2.650    -33.992    -23.728   -130.787    182.836     90.636
      8.587      2.519    -33.809    -23.637   -130.819    183.697     91.279
      8.588      2.389    -33.625    -23.545   -130.849    184.563     91.926
      8.589      2.258    -33.440    -23.453   -130.877    185.433     92.578
      8.590      2.127    -33.254    -23.360   -130.901    186.308     93.235
      8.591      1.996    -33.067    -23.267   -130.923    187.188     93.896
      8.592      1.865    -32.879    -23.172   -130.941    188.073     94.563
      8.593      1.734    -32.691    -23.077   -130.957    188.963     95.234
      8.594      1.603    -32.502    -22.982   -130.969    189.858     95.911
      8.595      1.472    -32.311    -22.886   -130.979    190.758     96.592
      8.596      1.341    -32.120    -22.789   -130.985    191.663     97.279
      8.597      1.210    -31.928    -22.691   -130.988    192.573     97.971
      8.598      1.079    -31.735    -22.593   -130.988    193.488     98.669
      8.599      0.948    -31.541    -22.494   -130.985    194.409     99.372
      8.600      0.817    -31.346    -22.394   -130.978    195.335    100.080
      8.601      0.686    -31.150    -22.294   -130.967    196.267    100.794
      8.602      0.555    -30.953    -22.192   -130.953    197.204    101.514
      8.603      0.424    -30.756    -22.091   -130.935    198.147    102.240
      8.604      0.293    -30.557    -21.988   -130.913    199.095    102.971
      8.605      0.163    -30.358    -21.885   -130.887    200.049    103.709
      8.606      0.032    -30.157    -21.780   -130.857    201.009    104.453
      8.607     -0.099    -29.956    -21.676   -130.824    201.975    105.203
      8.608     -0.230    -29.753    -21.570   -130.785    202.947    105.959
      8.609     -0.361    -29.550    -21.464   -130.743    203.925    106.721
      8.610     -0.491    -29.345    -21.357   -130.696    204.910    107.491
      8.611     -0.622    -29.140    -21.249   -130.645    205.900    108.266
      8.612     -0.753    -28.933    -21.140   -130.589    206.897    109.049
      8.613     -0.883    -28.726    -21.031   -130.529    207.900    109.838
      8.614     -1.014    -28.518    -20.920   -130.463    208.910    110.635
      8.615     -1.144    -28.308    -20.809   -130.393    209.926    111.438
      8.616     -1.275    -28.098    -20.698   -130.317    210.949    112.249
      8.617     -1.405    -27.886    -20.585   -130.237    211.979    113.068
      8.618     -1.535    -27.674    -20.471   -130.151    213.016    113.893
      8.619     -1.665    -27.460    -20.357   -130.059    214.059    114.727
      8.620     -1.795    -27.246    -20.242   -129.962    215.110    115.568
      8.621     -1.925    -27.030    -20.126   -129.859    216.168    116.417
      8.622     -2.055    -26.813    -20.009   -129.750    217.233    117.274
      8.623     -2.185    -26.596    -19.891   -129.635    218.306    118.139
      8.624     -2.314    -26.377    -19.773   -129.513    219.386    119.013
      8.625     -2.444    -26.157    -19.653   -129.385    220.474    119.896
      8.626     -2.573    -25.936    -19.533   -129.251    221.570    120.787
      8.627     -2.702    -25.714    -19.412   -129.109    222.673    121.687
      8.628     -2.831    -25.490    -19.290   -128.961    223.784    122.596
      8.629     -2.960    -25.266    -19.167   -128.806    224.904    123.514
      8.630     -3.089    -25.041    -19.043   -128.643    226.032    124.442
      8.631     -3.217    -24.814    -18.918   -128.472    227.168    125.379
      8.632     -3.346    -24.586    -18.792   -128.294    228.312    126.326
      8.633     -3.474    -24.357    -18.665   -128.108    229.465    127.284
      8.634     -3.602    -24.127    -18.537   -127.913    230.627    128.251
      8.635     -3.730    -23.896    -18.409   -127.710    231.798    129.229
      8.636     -3.857    -23.664    -18.279   -127.498    232.978    130.217
      8.637     -3.985    -23.430    -18.148   -127.278    234.167    131.217
      8.638     -4.112    -23.195    -18.016   -127.048    235.365    132.227
      8.639     -4.239    -22.959    -17.884   -126.808    236.572    133.249
      8.640     -4.365    -22.722    -17.750   -126.558    237.790    134.282
      8.641     -4.492    -22.484    -17.615   -126.299    239.017    135.328
      8.642     -4.618    -22.244    -17.479   -126.029    240.254    136.385
      8.643     -4.744    -22.003    -17.342   -125.748    241.501    137.455
      8.644     -4.870    -21.761    -17.204   -125.456    242.758    138.537
      8.645     -4.995    -21.518    -17.065   -125.152    244.025    139.632
      8.646     -5.120    -21.273    -16.925   -124.837    245.304    140.741
      8.647     -5.245    -21.027    -16.784   -124.509    246.592    141.863
      8.648     -5.369    -20.780    -16.641   -124.169    247.892    142.999
      8.649     -5.493    -20.531    -16.498   -123.816    249.203    144.149
      8.650     -5.616    -20.282    -16.353   -123.450    250.525    145.314
      8.651     -5.740    -20.030    -16.207   -123.069    251.859    146.493
      8.652     -5.863    -19.778    -16.060   -122.675    253.204    147.688
      8.653     -5.985    -19.524    -15.912   -122.265    254.561    148.898
      8.654     -6.107    -19.269    -15.762   -121.840    255.930    150.125
      8.655     -6.229    -19.012    -15.611   -121.400    257.311    151.367
      8.656     -6.350    -18.754    -15.459   -120.942    258.705    152.627
      8.657     -6.471    -18.495    -15.306   -120.468    260.111    153.903
      8.658     -6.591    -18.234    -15.152   -119.977    261.530    155.197
      8.659     -6.711    -17.972    -14.996   -119.467    262.962    156.509
      8.660     -6.830    -17.708    -14.839   -118.939    264.407    157.840
      8.661     -6.948    -17.443    -14.680   -118.391    265.866    159.190
      8.662     -7.067    -17.176    -14.520   -117.822    267.338    160.559
      8.663     -7.184    -16.908    -14.359   -117.233    268.824    161.948
      8.664     -7.301    -16.639    -14.196   -116.623    270.324    163.358
      8.665     -7.417    -16.368    -14.032   -115.989    271.838    164.788
      8.666     -7.533    -16.095    -13.867   -115.333    273.367    166.240
      8.667     -7.648    -15.821    -13.700   -114.652    274.910    167.715
      8.668     -7.762    -15.545    -13.531   -113.946    276.468    169.212
      8.669     -7.876    -15.268    -13.361   -113.214    278.042    170.732
      8.670     -7.989    -14.989    -13.190   -112.455    279.630    172.276
      8.671     -8.101    -14.709    -13.017   -111.667    281.234    173.845
      8.672     -8.212    -14.427    -12.842   -110.851    282.853    175.440
      8.673     -8.322    -14.143    -12.666   -110.004    284.488    177.060
      8.674     -8.432    -13.858    -12.488   -109.125    286.139    178.706
      8.675     -8.541    -13.571    -12.308   -108.214    287.806    180.381
      8.676     -8.648    -13.282    -12.127   -107.268    289.489    182.083
      8.677     -8.755    -12.992    -11.944   -106.286    291.188    183.814
      8.678     -8.861    -12.700    -11.760   -105.268    292.903    185.575
      8.679     -8.966    -12.406    -11.573   -104.211    294.635    187.366
      8.680     -9.069    -12.110    -11.385   -103.114    296.383    189.188
      8.681     -9.172    -11.813    -11.195   -101.974    298.148    191.042
      8.682     -9.273    -11.514    -11.003   -100.792    299.929    192.929
      8.683     -9.373    -11.213    -10.809    -99.563    301.726    194.850
      8.684     -9.472    -10.910    -10.613    -98.288    303.539    196.805
      8.685     -9.570    -10.606    -10.415    -96.963    305.368    198.795
      8.686     -9.666    -10.300    -10.215    -95.586    307.212    200.822
      8.687     -9.761     -9.992    -10.014    -94.156    309.072    202.885
      8.688     -9.855     -9.682     -9.810    -92.670    310.947    204.986
      8.689     -9.946     -9.370     -9.604    -91.126    312.836    207.126
      8.690    -10.037     -9.056     -9.395    -89.521    314.738    209.304
      8.691    -10.125     -8.740     -9.185    -87.852    316.653    211.523
      8.692    -10.212     -8.423     -8.972    -86.118    318.580    213.782
      8.693    -10.298     -8.103     -8.757    -84.315    320.519    216.083
      8.694    -10.381     -7.782     -8.540    -82.440    322.466    218.425
      8.695    -10.463     -7.458     -8.320    -80.491    324.423    220.809
      8.696    -10.542     -7.133     -8.098    -78.464    326.385    223.235
      8.697    -10.619     -6.805     -7.874    -76.357    328.353    225.703
      8.698    -10.695     -6.476     -7.647    -74.166    330.323    228.215
      8.699    -10.768     -6.145     -7.418    -71.888    332.294    230.768
      8.700    -10.838     -5.811     -7.185    -69.521    334.262    233.363
      8.701    -10.907     -5.476     -6.951    -67.060    336.224    235.999
      8.702    -10.972     -5.139     -6.713    -64.503    338.178    238.675
      8.703    -11.036     -4.800     -6.473    -61.847    340.119    241.390
      8.704    -11.096     -4.459     -6.231    -59.089    342.043    244.142
      8.705    -11.154     -4.116     -5.985    -56.226    343.945    246.929
      8.706    -11.209     -3.771     -5.737    -53.255    345.821    249.748
      8.707    -11.260     -3.424     -5.486    -50.174    347.663    252.597
      8.708    -11.309     -3.076     -5.232    -46.981    349.468    255.471
      8.709    -11.354     -2.725     -4.975    -43.674    351.226    258.367
      8.710    -11.396     -2.373     -4.715    -40.253    352.932    261.279
      8.711    -11.435     -2.019     -4.452    -36.716    354.578    264.202
      8.712    -11.469     -1.664     -4.186    -33.063    356.155    267.130
      8.713    -11.501     -1.307     -3.918    -29.297    357.656    270.055
      8.714    -11.528     -0.949     -3.646    -25.417    359.070    272.970
      8.715    -11.551     -0.589     -3.372    -21.426    360.389    275.864
      8.716    -11.571     -0.228     -3.095    -17.328    361.604    278.730
      8.717    -11.586      0.134     -2.814    -13.128    362.705    281.554
      8.718    -11.597      0.497     -2.531     -8.831    363.683    284.325
      8.719    -11.604      0.861     -2.246     -4.445    364.529    287.028
      8.720    -11.606      1.226     -1.957      0.023    365.235    289.648
      8.721    -11.604      1.592     -1.667      4.562    365.793    292.163
      8.722    -11.597      1.958     -1.373      9.160    366.196    294.547
      8.723    -11.585      2.324     -1.078     13.804    366.440    296.767
      8.724    -11.569      2.691     -0.780     18.477    366.520    298.772
      8.725    -11.548      3.057     -0.480     23.158    366.437    300.489
