#         t          x          y          z         vx         vy         vz
      0.971    -45.556     64.607     16.234    198.721    126.669    186.193
      0.972    -45.357     64.734     16.420    198.984    126.234    186.056
      0.973    -45.158     64.860     16.606    199.246    125.800    185.918
      0.974    -44.959     64.985     16.792    199.506    125.365    185.779
      0.975    -44.759     65.110     16.977    199.764    124.929    185.638
      0.976    -44.559     65.235     17.163    200.021    124.493    185.497
      0.977    -44.359     65.359     17.348    200.277    124.057    185.355
      0.978    -44.158     65.483     17.534    200.530    123.621    185.211
      0.979    -43.958     65.607     17.719    200.783    123.184    185.067
      0.980    -43.757     65.730     17.904    201.033    122.747    184.921
      0.981    -43.556     65.852     18.089    201.282    122.309    184.774
      0.982    -43.354     65.974     18.273    201.530    121.871    184.627
      0.983    -43.153     66.096     18.458    201.776    121.433    184.478
      0.984    -42.951     66.217     18.642    202.020    120.995    184.328
      0.985    -42.749     66.338     18.827    202.263    120.556    184.178
      0.986    -42.546     66.458     19.011    202.504    120.117    184.026
      0.987    -42.344     66.578     19.195    202.743    119.678    183.873
      0.988    -42.141     66.697     19.378    202.981    119.239    183.719
      0.989    -41.938     66.816     19.562    203.218    118.799    183.565
      0.990    -41.734     66.935     19.746    203.452    118.359    183.409
      0.991    -41.531     67.053     19.929    203.685    117.919    183.252
      0.992    -41.327     67.171     20.112    203.917    117.479    183.095
      0.993    -41.123     67.288     20.295    204.147    117.038    182.936
      0.994    -40.919     67.405     20.478    204.375    116.597    182.776
      0.995    -40.714     67.521     20.661    204.602    116.157    182.616
      0.996    -40.509     67.637     20.843    204.827    115.716    182.454
      0.997    -40.305     67.753     21.026    205.050    115.274    182.292
      0.998    -40.099     67.868     21.208    205.272    114.833    182.128
      0.999    -39.894     67.982     21.390    205.492    114.392    181.964
      1.000    -39.688     68.097     21.572    205.711    113.950    181.798
      1.001    -39.483     68.210     21.753    205.928    113.509    181.632
      1.002    -39.277     68.324     21.935    206.143    113.067    181.465
      1.003    -39.070     68.436     22.116    206.357    112.625    181.297
      1.004    -38.864     68.549     22.297    206.569    112.183    181.128
      1.005    -38.657     68.661     22.479    206.779    111.741    180.958
      1.006    -38.450     68.772     22.659    206.988    111.299    180.787
      1.007    -38.243     68.883     22.840    207.195    110.857    180.616
      1.008    -38.036     68.994     23.021    207.401    110.415    180.443
      1.009    -37.828     69.104     23.201    207.605    109.973    180.270
      1.010    -37.621     69.214     23.381    207.807    109.530    180.095
      1.011    -37.413     69.323     23.561    208.008    109.088    179.920
      1.012    -37.205     69.432     23.741    208.207    108.646    179.744
      1.013    -36.996     69.541     23.921    208.404    108.204    179.567
      1.014    -36.788     69.649     24.100    208.600    107.762    179.389
      1.015    -36.579     69.756     24.279    208.794    107.320    179.211
      1.016    -36.370     69.863     24.459    208.987    106.877    179.031
      1.017    -36.161     69.970     24.638    209.178    106.435    178.851
      1.018    -35.952     70.076     24.816    209.367    105.993    178.670
      1.019    -35.742     70.182     24.995    209.555    105.551    178.488
      1.020    -35.533     70.287     25.173    209.741    105.110    178.305
      1.021    -35.323     70.392     25.351    209.926    104.668    178.122
      1.022    -35.113     70.497     25.529    210.108    104.226    177.938
      1.023    -34.903     70.601     25.707    210.290    103.784    177.752
      1.024    -34.692     70.704     25.885    210.469    103.343    177.567
      1.025    -34.482     70.807     26.062    210.647    102.902    177.380
      1.026    -34.271     70.910     26.240    210.824    102.460    177.192
      1.027    -34.060     71.012     26.417    210.998    102.019    177.004
      1.028    -33.849     71.114     26.594    211.172    101.578    176.815
      1.029    -33.638     71.215     26.770    211.343    101.137    176.626
      1.030    -33.426     71.316     26.947    211.513    100.697    176.435
      1.031    -33.215     71.417     27.123    211.681    100.256    176.244
      1.032    -33.003     71.517     27.300    211.848     99.816    176.052
      1.033    -32.791     71.616     27.475    212.013     99.376    175.859
      1.034    -32.579     71.716     27.651    212.177     98.936    175.666
      1.035    -32.367     71.814     27.827    212.339     98.496    175.472
      1.036    -32.154     71.913     28.002    212.499     98.057    175.277
      1.037    -31.942     72.010     28.177    212.658     97.618    175.081
      1.038    -31.729     72.108     28.352    212.815     97.178    174.885
      1.039    -31.516     72.205     28.527    212.970     96.740    174.688
      1.040    -31.303     72.301     28.702    213.124     96.301    174.490
      1.041    -31.090     72.397     28.876    213.276     95.863    174.292
      1.042    -30.877     72.493     29.050    213.427     95.425    174.093
      1.043    -30.663     72.588     29.224    213.576     94.987    173.894
      1.044    -30.449     72.683     29.398    213.724     94.549    173.693
      1.045    -30.236     72.777     29.572    213.870     94.112    173.492
      1.046    -30.022     72.871     29.745    214.014     93.675    173.291
      1.047    -29.808     72.965     29.918    214.157     93.239    173.089
      1.048    -29.593     73.058     30.091    214.299     92.802    172.886
      1.049    -29.379     73.150     30.264    214.438     92.366    172.682
      1.050    -29.164     73.242     30.437    214.576     91.931    172.478
      1.051    -28.950     73.334     30.609    214.713     91.495    172.273
      1.052    -28.735     73.425     30.781    214.848     91.060    172.068
      1.053    -28.520     73.516     30.953    214.982     90.626    171.862
      1.054    -28.305     73.607     31.125    215.114     90.191    171.655
      1.055    -28.090     73.697     31.296    215.244     89.757    171.448
      1.056    -27.875     73.786     31.468    215.373     89.324    171.241
      1.057    -27.659     73.875     31.639    215.500     88.891    171.032
      1.058    -27.444     73.964     31.810    215.626     88.458    170.823
      1.059    -27.228     74.052     31.981    215.750     88.025    170.614
      1.060    -27.012     74.140     32.151    215.873     87.593    170.404
      1.061    -26.796     74.227     32.321    215.994     87.162    170.194
      1.062    -26.580     74.314     32.491    216.114     86.730    169.982
      1.063    -26.364     74.401     32.661    216.232     86.300    169.771
      1.064    -26.148     74.487     32.831    216.348     85.869    169.559
      1.065    -25.931     74.573     33.000    216.463     85.439    169.346
      1.066    -25.715     74.658     33.170    216.577     85.010    169.133
      1.067    -25.498     74.743     33.339    216.689     84.580    168.919
      1.068    -25.281     74.827     33.508    216.800     84.152    168.705
      1.069    -25.064     74.911     33.676    216.909     83.724    168.490
      1.070    -24.847     74.994     33.844    217.016     83.296    168.275
      1.071    -24.630     75.077     34.013    217.122     82.869    168.059
      1.072    -24.413     75.160     34.181    217.227     82.442    167.843
      1.073    -24.196     75.242     34.348    217.330     82.015    167.626
      1.074    -23.979     75.324     34.516    217.432     81.590    167.409
      1.075    -23.761     75.405     34.683    217.532     81.164    167.191
      1.076    -23.544     75.486     34.850    217.631     80.739    166.973
      1.077    -23.326     75.567     35.017    217.728     80.315    166.755
      1.078    -23.108     75.647     35.184    217.824     79.891    166.536
      1.079    -22.890     75.727     35.350    217.918     79.468    166.316
      1.080    -22.672     75.806     35.516    218.011     79.045    166.096
      1.081    -22.454     75.885     35.682    218.102     78.623    165.876
      1.082    -22.236     75.963     35.848    218.192     78.201    165.655
      1.083    -22.018     76.041     36.014    218.281     77.780    165.434
      1.084    -21.799     76.119     36.179    218.368     77.359    165.213
      1.085    -21.581     76.196     36.344    218.454     76.939    164.991
      1.086    -21.363     76.273     36.509    218.538     76.519    164.768
      1.087    -21.144     76.349     36.674    218.621     76.100    164.545
      1.088    -20.925     76.425     36.838    218.702     75.682    164.322
      1.089    -20.707     76.500     37.002    218.782     75.264    164.099
      1.090    -20.488     76.575     37.166    218.861     74.846    163.875
      1.091    -20.269     76.650     37.330    218.938     74.430    163.650
      1.092    -20.050     76.724     37.494    219.014     74.013    163.426
      1.093    -19.831     76.798     37.657    219.088     73.598    163.201
      1.094    -19.612     76.871     37.820    219.161     73.183    162.975
      1.095    -19.392     76.944     37.983    219.233     72.768    162.750
      1.096    -19.173     77.017     38.145    219.303     72.354    162.523
      1.097    -18.954     77.089     38.308    219.372     71.941    162.297
      1.098    -18.734     77.161     38.470    219.440     71.528    162.070
      1.099    -18.515     77.232     38.632    219.506     71.116    161.843
      1.100    -18.295     77.303     38.794    219.571     70.705    161.616
      1.101    -18.076     77.374     38.955    219.634     70.294    161.388
      1.102    -17.856     77.444     39.117    219.696     69.884    161.160
      1.103    -17.636     77.513     39.278    219.757     69.475    160.931
      1.104    -17.417     77.583     39.438    219.817     69.066    160.703
      1.105    -17.197     77.652     39.599    219.875     68.657    160.474
      1.106    -16.977     77.720     39.759    219.932     68.250    160.244
      1.107    -16.757     77.788     39.919    219.987     67.843    160.015
      1.108    -16.537     77.856     40.079    220.041     67.436    159.785
      1.109    -16.317     77.923     40.239    220.094     67.031    159.555
      1.110    -16.097     77.990     40.398    220.146     66.626    159.324
      1.111    -15.877     78.056     40.558    220.196     66.221    159.094
      1.112    -15.656     78.122     40.717    220.245     65.818    158.863
      1.113    -15.436     78.188     40.875    220.293     65.415    158.632
      1.114    -15.216     78.253     41.034    220.339     65.012    158.400
      1.115    -14.995     78.318     41.192    220.384     64.611    158.168
      1.116    -14.775     78.382     41.350    220.428     64.210    157.936
      1.117    -14.555     78.446     41.508    220.470     63.809    157.704
      1.118    -14.334     78.510     41.666    220.512     63.410    157.472
      1.119    -14.114     78.573     41.823    220.552     63.011    157.239
      1.120    -13.893     78.636     41.980    220.591     62.612    157.006
      1.121    -13.672     78.698     42.137    220.628     62.215    156.773
      1.122    -13.452     78.760     42.294    220.664     61.818    156.540
      1.123    -13.231     78.822     42.450    220.699     61.422    156.306
      1.124    -13.010     78.883     42.606    220.733     61.026    156.073
      1.125    -12.790     78.944     42.762    220.766     60.631    155.839
      1.126    -12.569     79.004     42.918    220.797     60.237    155.605
      1.127    -12.348     79.064     43.073    220.827     59.844    155.370
      1.128    -12.127     79.124     43.229    220.856     59.451    155.136
      1.129    -11.906     79.183     43.384    220.884     59.059    154.901
      1.130    -11.685     79.242     43.539    220.911     58.668    154.666
      1.131    -11.464     79.301     43.693    220.936     58.278    154.431
      1.132    -11.244     79.359     43.847    220.960     57.888    154.196
      1.133    -11.023     79.416     44.001    220.983     57.499    153.961
      1.134    -10.802     79.474     44.155    221.005     57.111    153.725
      1.135    -10.581     79.531     44.309    221.026     56.723    153.490
      1.136    -10.360     79.587     44.462    221.045     56.336    153.254
      1.137    -10.138     79.643     44.615    221.064     55.950    153.018
      1.138     -9.917     79.699     44.768    221.081     55.565    152.782
      1.139     -9.696     79.754     44.921    221.097     55.180    152.546
      1.140     -9.475     79.809     45.073    221.112     54.796    152.309
      1.141     -9.254     79.864     45.226    221.125     54.413    152.073
      1.142     -9.033     79.918     45.378    221.138     54.030    151.836
      1.143     -8.812     79.972     45.529    221.150     53.649    151.599
      1.144     -8.591     80.026     45.681    221.160     53.268    151.363
      1.145     -8.369     80.079     45.832    221.169     52.888    151.126
      1.146     -8.148     80.131     45.983    221.177     52.508    150.889
      1.147     -7.927     80.184     46.134    221.184     52.130    150.651
      1.148     -7.706     80.236     46.284    221.190     51.752    150.414
      1.149     -7.485     80.287     46.435    221.195     51.375    150.177
      1.150     -7.264     80.338     46.585    221.199     50.998    149.939
      1.151     -7.042     80.389     46.735    221.201     50.623    149.702
      1.152     -6.821     80.440     46.884    221.203     50.248    149.464
      1.153     -6.600     80.490     47.033    221.204     49.874    149.226
      1.154     -6.379     80.539     47.183    221.203     49.501    148.989
      1.155     -6.158     80.589     47.331    221.201     49.128    148.751
      1.156     -5.936     80.638     47.480    221.199     48.756    148.513
      1.157     -5.715     80.686     47.628    221.195     48.385    148.275
      1.158     -5.494     80.734     47.777    221.190     48.015    148.037
      1.159     -5.273     80.782     47.925    221.184     47.646    147.799
      1.160     -5.052     80.830     48.072    221.178     47.277    147.561
      1.161     -4.830     80.877     48.220    221.170     46.909    147.322
      1.162     -4.609     80.924     48.367    221.161     46.542    147.084
      1.163     -4.388     80.970     48.514    221.151     46.176    146.846
      1.164     -4.167     81.016     48.661    221.140     45.810    146.607
      1.165     -3.946     81.061     48.807    221.128     45.445    146.369
      1.166     -3.725     81.107     48.953    221.115     45.081    146.131
      1.167     -3.504     81.152     49.099    221.101     44.718    145.892
      1.168     -3.282     81.196     49.245    221.086     44.356    145.654
      1.169     -3.061     81.240     49.391    221.070     43.994    145.415
      1.170     -2.840     81.284     49.536    221.053     43.633    145.177
      1.171     -2.619     81.328     49.681    221.036     43.273    144.938
      1.172     -2.398     81.371     49.826    221.017     42.914    144.700
      1.173     -2.177     81.413     49.970    220.997     42.555    144.461
      1.174     -1.956     81.456     50.115    220.976     42.198    144.223
      1.175     -1.735     81.498     50.259    220.954     41.841    143.984
      1.176     -1.514     81.540     50.403    220.932     41.484    143.745
      1.177     -1.293     81.581     50.546    220.908     41.129    143.507
      1.178     -1.073     81.622     50.690    220.884     40.775    143.268
      1.179     -0.852     81.662     50.833    220.858     40.421    143.030
      1.180     -0.631     81.703     50.976    220.832     40.068    142.791
      1.181     -0.410     81.743     51.118    220.804     39.716    142.553
      1.182     -0.189     81.782     51.261    220.776     39.364    142.314
      1.183      0.032     81.821     51.403    220.747     39.014    142.076
      1.184      0.252     81.860     51.545    220.717     38.664    141.837
      1.185      0.473     81.899     51.687    220.686     38.315    141.599
      1.186      0.694     81.937     51.828    220.654     37.967    141.361
      1.187      0.914     81.975     51.969    220.621     37.620    141.122
      1.188      1.135     82.012     52.110    220.587     37.273    140.884
      1.189      1.355     82.049     52.251    220.553     36.927    140.646
      1.190      1.576     82.086     52.392    220.518     36.582    140.407
      1.191      1.796     82.122     52.532    220.481     36.238    140.169
      1.192      2.017     82.158     52.672    220.444     35.895    139.931
      1.193      2.237     82.194     52.812    220.406     35.552    139.693
      1.194      2.458     82.229     52.951    220.367     35.210    139.455
      1.195      2.678     82.264     53.091    220.327     34.869    139.217
      1.196      2.898     82.299     53.230    220.287     34.529    138.979
      1.197      3.119     82.333     53.369    220.245     34.189    138.741
      1.198      3.339     82.368     53.507    220.203     33.851    138.504
      1.199      3.559     82.401     53.646    220.160     33.513    138.266
      1.200      3.779     82.435     53.784    220.116     33.176    138.028
      1.201      3.999     82.468     53.922    220.071     32.840    137.791
      1.202      4.219     82.500     54.059    220.026     32.504    137.553
      1.203      4.439     82.533     54.197    219.979     32.170    137.316
      1.204      4.659     82.565     54.334    219.932     31.836    137.078
      1.205      4.879     82.596     54.471    219.884     31.503    136.841
      1.206      5.099     82.628     54.608    219.836     31.171    136.604
      1.207      5.319     82.659     54.744    219.786     30.839    136.367
      1.208      5.539     82.689     54.881    219.736     30.508    136.130
      1.209      5.758     82.720     55.017    219.684     30.179    135.893
      1.210      5.978     82.750     55.152    219.633     29.849    135.656
      1.211      6.198     82.779     55.288    219.580     29.521    135.419
      1.212      6.417     82.809     55.423    219.526     29.194    135.183
      1.213      6.637     82.838     55.558    219.472     28.867    134.946
      1.214      6.856     82.866     55.693    219.417     28.541    134.710
      1.215      7.076     82.895     55.828    219.361     28.216    134.473
      1.216      7.295     82.923     55.962    219.305     27.892    134.237
      1.217      7.514     82.951     56.096    219.248     27.568    134.001
      1.218      7.733     82.978     56.230    219.190     27.246    133.765
      1.219      7.953     83.005     56.364    219.131     26.924    133.529
      1.220      8.172     83.032     56.497    219.072     26.602    133.294
      1.221      8.391     83.058     56.630    219.011     26.282    133.058
      1.222      8.610     83.084     56.763    218.950     25.963    132.822
      1.223      8.829     83.110     56.896    218.889     25.644    132.587
      1.224      9.047     83.136     57.028    218.826     25.326    132.352
      1.225      9.266     83.161     57.161    218.763     25.009    132.117
      1.226      9.485     83.186     57.293    218.700     24.692    131.882
      1.227      9.704     83.210     57.424    218.635     24.377    131.647
      1.228      9.922     83.234     57.556    218.570     24.062    131.412
      1.229     10.141     83.258     57.687    218.504     23.748    131.177
      1.230     10.359     83.282     57.818    218.438     23.435    130.943
      1.231     10.578     83.305     57.949    218.370     23.122    130.708
      1.232     10.796     83.328     58.080    218.303     22.810    130.474
      1.233     11.014     83.351     58.210    218.234     22.499    130.240
      1.234     11.232     83.373     58.340    218.165     22.189    130.006
      1.235     11.451     83.395     58.470    218.095     21.880    129.772
      1.236     11.669     83.417     58.600    218.024     21.571    129.539
      1.237     11.887     83.438     58.729    217.953     21.264    129.305
      1.238     12.105     83.459     58.858    217.881     20.957    129.072
      1.239     12.322     83.480     58.987    217.809     20.650    128.839
      1.240     12.540     83.501     59.116    217.736     20.345    128.606
      1.241     12.758     83.521     59.244    217.662     20.040    128.373
      1.242     12.975     83.541     59.373    217.587     19.736    128.140
      1.243     13.193     83.560     59.501    217.512     19.433    127.908
      1.244     13.410     83.580     59.628    217.437     19.131    127.675
      1.245     13.628     83.599     59.756    217.360     18.829    127.443
      1.246     13.845     83.617     59.883    217.283     18.528    127.211
      1.247     14.062     83.636     60.010    217.206     18.228    126.979
      1.248     14.280     83.654     60.137    217.128     17.929    126.747
      1.249     14.497     83.672     60.264    217.049     17.631    126.516
      1.250     14.714     83.689     60.390    216.969     17.333    126.284
      1.251     14.931     83.706     60.517    216.889     17.036    126.053
      1.252     15.148     83.723     60.642    216.809     16.740    125.822
      1.253     15.364     83.740     60.768    216.728     16.444    125.591
      1.254     15.581     83.756     60.894    216.646     16.149    125.360
      1.255     15.798     83.772     61.019    216.564     15.856    125.130
      1.256     16.014     83.788     61.144    216.481     15.562    124.899
      1.257     16.231     83.803     61.269    216.397     15.270    124.669
      1.258     16.447     83.818     61.393    216.313     14.978    124.439
      1.259     16.663     83.833     61.518    216.229     14.687    124.209
      1.260     16.879     83.848     61.642    216.143     14.397    123.979
      1.261     17.095     83.862     61.766    216.058     14.108    123.750
      1.262     17.311     83.876     61.889    215.971     13.819    123.521
      1.263     17.527     83.890     62.013    215.884     13.531    123.292
      1.264     17.743     83.903     62.136    215.797     13.244    123.063
      1.265     17.959     83.916     62.259    215.709     12.958    122.834
      1.266     18.175     83.929     62.381    215.621     12.672    122.605
      1.267     18.390     83.941     62.504    215.532     12.387    122.377
      1.268     18.606     83.954     62.626    215.442     12.103    122.149
      1.269     18.821     83.966     62.748    215.352     11.820    121.921
      1.270     19.036     83.977     62.870    215.261     11.537    121.693
      1.271     19.252     83.989     62.992    215.170     11.255    121.465
      1.272     19.467     84.000     63.113    215.078     10.974    121.238
      1.273     19.682     84.011     63.234    214.986     10.694    121.011
      1.274     19.897     84.021     63.355    214.894     10.414    120.784
      1.275     20.112     84.031     63.476    214.800     10.135    120.557
      1.276     20.326     84.041     63.596    214.707      9.857    120.331
      1.277     20.541     84.051     63.716    214.613      9.579    120.104
      1.278     20.756     84.061     63.836    214.518      9.303    119.878
      1.279     20.970     84.070     63.956    214.423      9.027    119.652
      1.280     21.184     84.079     64.076    214.327      8.751    119.426
      1.281     21.399     84.087     64.195    214.231      8.477    119.201
      1.282     21.613     84.096     64.314    214.134      8.203    118.975
      1.283     21.827     84.104     64.433    214.037      7.930    118.750
      1.284     22.041     84.111     64.552    213.939      7.657    118.525
      1.285     22.255     84.119     64.670    213.841      7.386    118.301
      1.286     22.469     84.126     64.788    213.743      7.115    118.076
      1.287     22.682     84.133     64.906    213.644      6.845    117.852
      1.288     22.896     84.140     65.024    213.544      6.575    117.628
      1.289     23.109     84.146     65.141    213.444      6.306    117.404
      1.290     23.323     84.153     65.259    213.344      6.038    117.180
      1.291     23.536     84.158     65.376    213.243      5.771    116.957
      1.292     23.749     84.164     65.493    213.142      5.504    116.733
      1.293     23.962     84.169     65.609    213.040      5.238    116.510
      1.294     24.175     84.175     65.726    212.938      4.973    116.287
      1.295     24.388     84.179     65.842    212.835      4.709    116.065
      1.296     24.601     84.184     65.958    212.732      4.445    115.843
      1.297     24.814     84.188     66.073    212.628      4.182    115.620
      1.298     25.026     84.192     66.189    212.525      3.919    115.398
      1.299     25.239     84.196     66.304    212.420      3.658    115.177
      1.300     25.451     84.200     66.419    212.315      3.397    114.955
      1.301     25.663     84.203     66.534    212.210      3.137    114.734
      1.302     25.876     84.206     66.649    212.104      2.877    114.513
      1.303     26.088     84.209     66.763    211.998      2.618    114.292
      1.304     26.300     84.211     66.877    211.892      2.360    114.072
      1.305     26.511     84.213     66.991    211.785      2.102    113.851
      1.306     26.723     84.215     67.105    211.678      1.846    113.631
      1.307     26.935     84.217     67.219    211.570      1.590    113.411
      1.308     27.146     84.219     67.332    211.462      1.334    113.191
      1.309     27.358     84.220     67.445    211.353      1.079    112.972
      1.310     27.569     84.221     67.558    211.245      0.825    112.753
      1.311     27.780     84.221     67.670    211.135      0.572    112.534
      1.312     27.991     84.222     67.783    211.026      0.319    112.315
      1.313     28.202     84.222     67.895    210.916      0.067    112.096
      1.314     28.413     84.222     68.007    210.805     -0.184    111.878
      1.315     28.624     84.222     68.119    210.694     -0.434    111.660
      1.316     28.834     84.221     68.230    210.583     -0.684    111.442
      1.317     29.045     84.220     68.342    210.472     -0.934    111.224
      1.318     29.255     84.219     68.453    210.360     -1.182    111.007
      1.319     29.466     84.218     68.564    210.247     -1.430    110.790
      1.320     29.676     84.216     68.674    210.135     -1.677    110.573
      1.321     29.886     84.215     68.785    210.022     -1.924    110.356
      1.322     30.096     84.213     68.895    209.908     -2.170    110.140
      1.323     30.306     84.210     69.005    209.794     -2.415    109.924
      1.324     30.516     84.208     69.115    209.680     -2.660    109.708
      1.325     30.725     84.205     69.225    209.566     -2.903    109.492
      1.326     30.935     84.202     69.334    209.451     -3.147    109.276
      1.327     31.144     84.199     69.443    209.336     -3.389    109.061
      1.328     31.353     84.195     69.552    209.220     -3.631    108.846
      1.329     31.562     84.191     69.661    209.105     -3.872    108.631
      1.330     31.772     84.187     69.769    208.988     -4.113    108.417
      1.331     31.980     84.183     69.878    208.872     -4.353    108.202
      1.332     32.189     84.179     69.986    208.755     -4.592    107.988
      1.333     32.398     84.174     70.094    208.638     -4.831    107.774
      1.334     32.607     84.169     70.201    208.520     -5.069    107.561
      1.335     32.815     84.164     70.309    208.402     -5.306    107.347
      1.336     33.023     84.158     70.416    208.284     -5.543    107.134
      1.337     33.232     84.153     70.523    208.166     -5.779    106.921
      1.338     33.440     84.147     70.630    208.047     -6.014    106.709
      1.339     33.648     84.141     70.736    207.928     -6.249    106.496
      1.340     33.856     84.134     70.843    207.808     -6.483    106.284
      1.341     34.063     84.128     70.949    207.689     -6.717    106.072
      1.342     34.271     84.121     71.055    207.569     -6.949    105.861
      1.343     34.478     84.114     71.161    207.448     -7.182    105.649
      1.344     34.686     84.107     71.266    207.328     -7.413    105.438
      1.345     34.893     84.099     71.372    207.207     -7.644    105.227
      1.346     35.100     84.091     71.477    207.085     -7.874    105.016
      1.347     35.307     84.083     71.582    206.964     -8.104    104.806
      1.348     35.514     84.075     71.686    206.842     -8.333    104.596
      1.349     35.721     84.067     71.791    206.720     -8.561    104.386
      1.350     35.928     84.058     71.895    206.597     -8.789    104.176
      1.351     36.134     84.049     71.999    206.474     -9.016    103.967
      1.352     36.341     84.040     72.103    206.351     -9.243    103.757
      1.353     36.547     84.031     72.207    206.228     -9.469    103.548
      1.354     36.753     84.021     72.310    206.105     -9.694    103.340
      1.355     36.959     84.011     72.413    205.981     -9.919    103.131
      1.356     37.165     84.001     72.516    205.857    -10.143    102.923
      1.357     37.371     83.991     72.619    205.732    -10.366    102.715
      1.358     37.576     83.980     72.722    205.607    -10.589    102.507
      1.359     37.782     83.970     72.824    205.482    -10.811    102.300
      1.360     37.987     83.959     72.926    205.357    -11.033    102.092
      1.361     38.193     83.948     73.028    205.232    -11.254    101.885
      1.362     38.398     83.936     73.130    205.106    -11.474    101.678
      1.363     38.603     83.925     73.232    204.980    -11.694    101.472
      1.364     38.808     83.913     73.333    204.854    -11.913    101.266
      1.365     39.013     83.901     73.434    204.727    -12.132    101.060
      1.366     39.217     83.889     73.535    204.600    -12.350    100.854
      1.367     39.422     83.876     73.636    204.473    -12.567    100.648
      1.368     39.626     83.863     73.737    204.346    -12.784    100.443
      1.369     39.830     83.851     73.837    204.218    -13.000    100.238
      1.370     40.035     83.837     73.937    204.091    -13.216    100.033
      1.371     40.239     83.824     74.037    203.963    -13.431     99.829
      1.372     40.443     83.811     74.137    203.834    -13.645     99.624
      1.373     40.646     83.797     74.236    203.706    -13.859     99.420
      1.374     40.850     83.783     74.336    203.577    -14.072     99.216
      1.375     41.053     83.769     74.435    203.448    -14.285     99.013
      1.376     41.257     83.754     74.534    203.319    -14.497     98.809
      1.377     41.460     83.740     74.632    203.189    -14.708     98.606
      1.378     41.663     83.725     74.731    203.060    -14.919     98.404
      1.379     41.866     83.710     74.829    202.930    -15.129     98.201
      1.380     42.069     83.695     74.927    202.800    -15.339     97.999
      1.381     42.272     83.679     75.025    202.669    -15.548     97.797
      1.382     42.474     83.664     75.123    202.539    -15.757     97.595
      1.383     42.677     83.648     75.220    202.408    -15.965     97.393
      1.384     42.879     83.632     75.318    202.277    -16.172     97.192
      1.385     43.081     83.615     75.415    202.146    -16.379     96.991
      1.386     43.284     83.599     75.512    202.014    -16.585     96.790
      1.387     43.486     83.582     75.608    201.883    -16.791     96.589
      1.388     43.687     83.565     75.705    201.751    -16.996     96.389
      1.389     43.889     83.548     75.801    201.619    -17.201     96.189
      1.390     44.091     83.531     75.897    201.486    -17.405     95.989
      1.391     44.292     83.513     75.993    201.354    -17.608     95.790
      1.392     44.493     83.496     76.089    201.221    -17.811     95.590
      1.393     44.694     83.478     76.184    201.088    -18.013     95.391
      1.394     44.895     83.460     76.279    200.955    -18.215     95.192
      1.395     45.096     83.441     76.375    200.822    -18.416     94.994
      1.396     45.297     83.423     76.469    200.688    -18.617     94.795
      1.397     45.498     83.404     76.564    200.554    -18.817     94.597
      1.398     45.698     83.385     76.659    200.420    -19.017     94.399
      1.399     45.899     83.366     76.753    200.286    -19.216     94.202
      1.400     46.099     83.347     76.847    200.152    -19.414     94.004
      1.401     46.299     83.327     76.941    200.018    -19.612     93.807
      1.402     46.499     83.308     77.035    199.883    -19.809     93.610
      1.403     46.699     83.288     77.128    199.748    -20.006     93.414
      1.404     46.898     83.268     77.221    199.613    -20.202     93.217
      1.405     47.098     83.247     77.315    199.478    -20.398     93.021
      1.406     47.297     83.227     77.408    199.342    -20.593     92.825
      1.407     47.497     83.206     77.500    199.207    -20.788     92.630
      1.408     47.696     83.185     77.593    199.071    -20.982     92.434
      1.409     47.895     83.164     77.685    198.935    -21.176     92.239
      1.410     48.094     83.143     77.777    198.799    -21.369     92.044
      1.411     48.292     83.121     77.869    198.663    -21.561     91.850
      1.412     48.491     83.100     77.961    198.526    -21.753     91.655
      1.413     48.689     83.078     78.053    198.390    -21.945     91.461
      1.414     48.888     83.056     78.144    198.253    -22.136     91.267
      1.415     49.086     83.034     78.235    198.116    -22.326     91.074
      1.416     49.284     83.011     78.326    197.979    -22.516     90.880
      1.417     49.482     82.989     78.417    197.841    -22.705     90.687
      1.418     49.680     82.966     78.507    197.704    -22.894     90.494
      1.419     49.877     82.943     78.598    197.566    -23.082     90.302
      1.420     50.075     82.920     78.688    197.429    -23.270     90.109
      1.421     50.272     82.896     78.778    197.291    -23.457     89.917
      1.422     50.469     82.873     78.868    197.153    -23.644     89.725
      1.423     50.666     82.849     78.957    197.014    -23.830     89.534
      1.424     50.863     82.825     79.047    196.876    -24.016     89.342
      1.425     51.060     82.801     79.136    196.737    -24.201     89.151
      1.426     51.257     82.777     79.225    196.599    -24.386     88.960
      1.427     51.453     82.752     79.314    196.460    -24.570     88.769
      1.428     51.650     82.727     79.403    196.321    -24.754     88.579
      1.429     51.846     82.703     79.491    196.182    -24.937     88.389
      1.430     52.042     82.678     79.580    196.043    -25.120     88.199
      1.431     52.238     82.652     79.668    195.903    -25.302     88.009
      1.432     52.434     82.627     79.756    195.764    -25.483     87.819
      1.433     52.630     82.601     79.843    195.624    -25.664     87.630
      1.434     52.825     82.576     79.931    195.484    -25.845     87.441
      1.435     53.021     82.550     80.018    195.344    -26.025     87.253
      1.436     53.216     82.524     80.105    195.204    -26.205     87.064
      1.437     53.411     82.497     80.192    195.064    -26.384     86.876
      1.438     53.606     82.471     80.279    194.923    -26.563     86.688
      1.439     53.801     82.444     80.366    194.783    -26.741     86.500
      1.440     53.995     82.417     80.452    194.642    -26.919     86.313
